,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097
RGI60-08.00835,8764000.0,8761433.0,8749860.0,8745508.0,8739560.0,8728629.0,8726145.0,8725444.0,8719092.0,8719735.0,8712814.0,8700732.0,8691848.0,8692499.0,8685681.0,8677915.0,8672261.0,8667984.0,8660283.0,8663907.0,8656333.0,8646089.0,8629666.0,8621782.0,8616522.0,8604036.0,8590169.0,8574467.0,8543099.0,8530627.0,8483376.0,8468680.0,8401401.0,8388560.0,8373438.5,8355422.0,8282106.0,8272009.5,8268827.0,8258669.0,8250459.5,8159446.5,8153094.0,8140128.5,8017306.0,6659524.0,6015215.0,5138026.0,5107086.0,5103523.5,4422981.5,3853783.0,3850374.0,3653219.2,3074996.5,2637791.8,2129981.0,1638769.4,1167813.2,147285.11,88850.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00837,1593000.0,1594633.9,1590458.0,1588493.1,1586490.8,1583939.1,1583368.4,1582903.8,1581630.8,1581783.4,1579724.5,1575164.4,1572787.9,1572827.0,1570471.1,1567722.8,1565764.4,1564824.5,1562846.2,1563474.4,1561065.9,1557926.1,1552733.6,1550487.9,1548442.4,1544306.9,1540802.4,1536243.4,1532221.2,1527739.8,1524300.8,1519393.9,1516554.2,1512323.6,1506374.2,1499851.4,1494796.6,1478439.2,1478021.1,1474336.9,1471201.1,1466554.0,1464249.1,1403684.4,1359361.1,1234109.9,900669.94,667575.94,519060.84,517972.9,397065.12,295889.12,295030.3,174858.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00838,1997807.5,1991417.9,1980757.8,1976806.0,1966347.0,1955933.9,1951989.6,1949424.9,1943511.6,1941602.2,1934208.4,1923592.0,1911877.5,1910778.6,1904229.6,1898116.1,1891212.4,1887096.4,1879368.0,1879917.8,1872434.5,1862074.5,1849611.6,1840022.5,1835607.2,1826644.8,1717677.0,1687232.0,1607815.6,1573890.5,1569462.6,1508854.8,1505234.0,1312765.4,1190288.1,1124622.9,1119720.2,1114740.6,1314013.0,999733.7,873824.9,869762.3,752387.8,684691.5,680869.56,614628.06,611466.44,607910.3,546840.9,545522.06,451302.53,448458.5,378495.28,322977.97,320195.12,318154.25,267807.44,221341.97,172620.44,170911.5,168653.95,127424.56,82738.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00839,121812.69,121751.68,121306.85,121327.484,120977.28,120711.71,120727.01,120686.59,120702.586,120677.92,120435.94,119953.53,119645.695,122554.68,119414.44,119180.32,118917.555,118959.93,118800.805,118840.67,118396.52,118085.695,117584.734,117353.2,117032.52,116595.3,116147.74,115642.7,115209.0,114628.484,114176.5,113659.05,113405.15,112919.38,112283.27,111713.53,111041.57,110681.86,110651.85,110282.42,110078.336,109451.08,109191.0,108616.02,107947.91,107308.53,106784.695,106141.45,101472.75,87501.89,38822.598,22339.389,22253.723,12353.332,12235.146,12146.707,7208.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00840,141109.55,139990.08,136803.31,135793.83,133888.1,131786.3,130888.46,129844.86,128835.35,128590.22,127538.5,125349.55,123900.38,123454.65,121715.59,119254.445,118385.17,117864.26,116981.52,116940.45,115917.88,114557.734,112294.445,110943.57,109560.766,106763.375,105645.28,104148.875,102719.09,100883.41,98665.79,97255.555,96653.625,95826.45,94671.83,69779.414,60804.0,52286.484,52229.938,43918.543,35938.176,27977.215,20387.068,20109.365,13568.474,8603.898,8480.379,8321.812,5197.49,5160.5435,4003.1506,3928.685,1449.7428,1376.2831,1290.8171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00841,288335.97,287284.62,281503.8,280908.6,277824.1,274009.25,273699.2,273506.84,272752.8,272791.28,271345.94,269321.72,267671.62,278825.28,267098.2,265801.25,264541.6,264222.3,262835.62,274539.06,261487.77,259646.95,256820.22,255483.62,254339.17,250283.0,247788.3,245636.61,243746.31,241901.45,240507.0,237683.06,236233.08,218863.23,170769.73,149923.86,142120.83,103976.414,85549.945,84294.08,82917.01,79357.195,61716.273,59218.566,49675.95,11221.727,10940.499,4455.2188,4304.038,4235.508,4078.191,3922.7725,3838.2754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00842,907181.6,905130.9,899259.7,898129.5,893770.3,887586.3,885529.75,883962.56,880919.1,880674.1,876993.75,871382.94,866251.44,866355.06,862788.94,858851.56,854799.94,853031.9,848737.25,849364.3,844534.3,836192.8,830047.94,820387.7,817930.25,786870.3,759863.1,753856.5,726368.1,698505.1,694974.56,664698.06,661415.5,631374.4,624690.7,594948.6,590061.9,562708.1,561765.44,508336.72,479505.84,428971.6,329212.56,207006.72,68212.805,67187.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00843,505245.44,505234.6,503734.34,503456.1,502620.94,501757.72,501990.0,501973.0,501541.84,501848.5,501140.44,499417.5,498642.16,498911.62,498084.8,497112.78,496476.66,496225.47,495669.72,496537.84,495780.06,494751.53,492679.8,491953.56,491332.44,489731.9,488484.66,486810.5,485301.0,483639.72,482418.62,480501.88,479681.1,478091.97,475856.03,473336.94,471555.56,470557.38,470840.94,469488.72,468344.5,466618.88,465929.0,464142.4,462059.28,459608.25,457844.66,455771.06,454333.5,453476.8,447547.0,445629.72,444454.84,442587.06,415721.22,414412.16,360305.25,340798.16,310746.8,290953.03,220104.23,195008.25,171431.05,150002.97,129964.03,109351.586,89073.125,88056.14,70464.336,70170.24,55041.305,40890.824,25984.766,25727.68,7235.232,1808.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00844,349823.03,348172.78,344322.47,343211.03,340248.12,336250.6,334584.4,333300.38,330964.4,330195.7,327592.1,323867.53,320387.94,319851.97,313949.97,304839.9,292882.94,291717.25,289294.4,289316.8,276977.5,273884.75,261311.69,259357.72,257926.97,247158.72,243309.62,233163.33,230182.14,221851.02,214196.52,205482.19,173039.72,40893.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00845,645983.8,641199.75,632298.5,629180.8,624182.06,615734.3,614410.94,613430.0,610819.1,611314.56,607258.0,602462.3,599279.6,600964.8,598577.25,596324.1,593947.2,593198.2,590690.56,592479.06,588949.5,585008.2,580830.0,578944.25,577514.5,573688.6,568057.06,563230.44,558749.3,555359.4,538835.75,533719.06,522736.4,405125.6,300818.97,227791.12,169665.11,122195.03,172628.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6320.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00846,433000.0,433560.94,432308.1,431977.06,431145.47,430320.3,430433.66,430173.44,429857.3,430214.47,429361.66,427818.78,427075.0,427051.22,426457.12,425569.53,424924.0,424635.25,424061.34,429512.22,423606.97,422698.53,420971.78,420285.38,419664.5,418297.62,417183.56,415708.62,414382.5,412938.3,411860.16,410190.75,409403.97,408007.03,406056.6,403852.3,402226.22,401267.5,401324.47,400080.12,399038.5,397514.06,396797.47,395206.56,393362.03,387281.56,385798.03,384030.1,382715.94,381907.4,373280.0,352812.38,330464.9,289069.25,224507.81,194199.55,149595.3,87497.3,56841.727,56361.656,55781.074,55484.6,27565.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00847,97762.96,97754.85,97257.875,98604.5,97299.945,96718.48,96787.81,96829.06,96810.984,106865.63,96682.26,96182.31,95750.76,113437.32,95884.26,95692.27,95447.39,95469.91,95184.58,131930.94,95455.7,95003.26,94374.27,94152.055,94058.41,93523.23,92658.86,91959.21,91290.77,90878.37,90492.1,89639.7,89382.67,88446.89,83196.64,67656.4,67285.32,57237.824,87830.21,46619.664,46578.94,29785.895,29749.547,0.0,0.0,0.0,0.0,0.0,0.0,5676.0107,0.0,0.0,14175.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00848,105862.13,205380.08,104830.89,222740.78,105894.83,103533.484,229482.52,273673.66,287384.25,357721.66,289192.72,180741.34,106553.234,349797.06,259088.55,204561.48,171003.7,237740.42,181208.88,395933.9,229032.72,174619.77,107247.44,125976.07,125947.18,106249.4,103695.66,103334.85,103050.77,102801.41,102615.82,102089.7,101955.0,101428.34,100874.73,100394.83,100004.99,99735.195,202163.94,99483.19,99488.81,99103.44,99052.3,98586.89,98219.95,97578.99,97273.02,96834.63,96510.414,159870.83,96230.53,95885.37,105889.18,95668.17,95214.0,94952.88,94553.7,93762.18,93463.12,80353.83,79619.53,79094.89,78669.7,78101.95,65054.17,51283.84,50988.48,25287.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00849,543616.25,542370.3,538731.06,538038.7,535478.2,531580.56,530369.75,529604.0,527811.7,527615.8,525082.4,521475.66,518110.75,518069.38,508156.8,506082.38,503752.75,502616.34,491889.56,492750.1,490440.53,487237.62,474056.75,471938.1,470590.84,467412.56,452935.03,449235.38,435483.22,432903.25,430643.6,416313.56,403842.2,366272.0,290169.4,217298.95,198053.6,197041.53,197185.42,179346.92,179162.23,146273.2,129016.266,45919.91,0.0,0.0,0.0,0.0,0.0,13189.796,0.0,0.0,30253.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00850,624251.56,621778.56,613636.44,610746.1,605926.25,598895.25,596759.56,594903.56,590725.9,589382.75,583972.4,576313.9,569891.1,570963.6,568955.3,566710.25,564322.9,563750.44,561249.25,562821.75,559795.9,555756.44,551107.4,548859.3,547179.0,541916.56,535056.9,530819.56,526891.1,524039.94,521409.06,516441.03,514165.62,508778.25,503125.1,497367.12,493249.4,479458.9,468178.1,464588.44,463494.2,448027.22,446625.72,430898.0,426794.25,410508.75,385958.53,311190.06,246205.16,215680.3,156096.25,154612.22,126905.21,110637.76,109321.97,93632.66,92820.664,76423.85,61348.355,32536.762,20265.371,8147.221,7975.7036,7661.0967,1792.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00851,257964.53,257278.3,256572.73,255690.56,254864.94,254192.97,253954.69,253698.69,253428.58,253137.86,252549.16,251550.23,250823.22,250671.39,249851.44,249251.83,248583.98,248391.89,247894.62,247694.34,246743.58,246003.11,244964.5,244272.97,243527.19,242582.25,241602.36,240539.31,239599.83,238397.94,237435.86,236344.73,235653.38,234607.89,233326.4,227108.94,225811.08,224999.66,224701.67,223873.0,215388.47,201169.7,175170.11,174346.77,157929.36,157083.1,140625.88,123741.96,107141.48,106892.58,90898.695,75448.06,60886.277,46894.207,33892.97,33659.594,11353.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00852,426399.7,425683.22,424201.47,423607.66,422263.8,421119.97,420476.28,419936.94,419221.4,418554.62,417568.2,416057.5,414877.8,414339.7,412989.16,411940.97,410776.5,410178.7,409218.9,408622.7,407138.4,405901.38,404324.66,403049.28,401801.5,400295.75,388487.0,386928.1,385521.28,383779.66,368367.66,366894.28,365843.6,302068.1,275918.44,248871.45,132156.1,65543.08,39411.18,20517.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00853,114234.01,114308.016,112910.03,112988.52,112123.89,110889.7,110893.84,110968.47,110812.47,121141.625,110497.15,109468.55,108675.06,175030.33,108935.984,108305.66,107804.37,107950.945,107441.32,170119.25,106940.375,106030.18,104757.52,104575.25,104309.89,103067.18,101548.59,100272.73,99232.695,98137.91,97411.59,93792.66,92799.57,80298.82,16675.371,0.0,0.0,0.0,3910.3018,0.0,3909.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00854,670615.0,669414.8,664278.1,662030.25,657660.0,653243.6,651405.1,649441.56,646929.1,646436.4,643862.6,638496.3,635044.7,634111.06,630396.44,624909.8,622560.2,621314.44,618949.9,618904.56,616019.44,612323.94,606457.5,603303.56,600113.7,593578.9,590272.1,585958.6,582158.0,577766.4,574342.8,569522.56,566137.25,561580.3,554660.7,546012.6,541355.6,538581.06,537647.44,534049.3,530936.3,525824.94,522686.44,516848.25,512806.03,508307.03,504920.94,500624.47,497188.9,494965.75,490751.22,475035.62,472270.72,458378.72,454048.75,442231.84,407874.44,373039.62,305035.03,264909.22,238985.84,199200.88,111894.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00855,750334.56,749145.06,744997.3,744698.5,741806.8,738256.2,737375.4,736764.8,735313.56,749025.8,733824.56,729776.8,726721.9,784241.25,726434.94,724005.56,722230.0,720905.9,718576.8,777814.9,717107.75,713512.6,708990.2,706612.1,705529.9,700815.8,694638.3,689200.44,683886.75,677640.44,672434.06,666895.4,663737.9,656193.0,647633.25,640869.4,635454.25,629776.75,637410.7,624495.9,623204.7,618859.4,617537.44,612005.0,606407.25,598311.25,595103.25,591112.75,587457.0,585542.8,581258.4,576459.7,573554.25,532899.94,469582.9,425970.56,382240.97,365041.25,362839.8,359950.1,221582.14,211185.27,209222.31,182028.39,175096.95,135436.94,61143.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00856,177158.45,176620.95,174702.39,174119.67,172843.33,171231.2,170580.2,170157.58,169005.55,168509.5,167553.55,165773.83,149314.5,120977.57,120104.39,81397.25,33817.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00857,179938.11,179662.72,178254.44,178291.38,177395.34,175824.95,175673.73,175540.92,175124.67,175511.12,174645.39,173282.03,172067.44,172573.44,171818.67,171107.36,170300.61,170095.97,169181.12,175062.58,169019.58,166125.77,156631.98,156045.55,155694.66,146354.75,134776.73,133478.11,121534.93,109092.34,108506.4,78641.49,78270.95,61158.734,41717.42,21007.668,7920.588,0.0,75891.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00858,107917.55,108277.766,107418.12,107028.12,106788.46,106383.555,106475.48,106173.05,105973.36,106169.27,105657.414,104977.97,104604.27,104483.81,104213.93,103793.01,103476.29,103313.51,103014.41,105971.47,102748.18,102284.19,101506.61,101168.33,100862.53,100255.875,99749.766,99086.336,98504.65,97852.93,97353.836,96648.195,96235.96,95628.91,94780.266,93845.98,84936.32,84542.664,84505.34,84000.93,83578.16,82947.15,82650.38,73519.21,72867.766,72133.695,62720.68,62135.758,52369.06,42228.78,41781.355,31042.904,28368.168,28023.78,27629.035,18288.98,17942.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00859,98713.69,97224.836,92874.04,91701.6,89151.8,86034.92,84735.35,84429.81,83694.04,83495.32,82494.42,81114.51,79942.086,120608.17,79118.125,78087.64,77065.664,76656.09,75553.37,113536.33,74038.62,72434.69,69354.47,68621.21,67999.96,66693.28,65125.695,63739.15,60177.97,42429.695,41856.754,32198.559,31653.236,30750.713,29781.807,28847.084,20136.736,19584.69,19329.875,18713.783,18427.105,6637.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00860,4453873.0,4440931.5,4418255.0,4405327.5,4390720.0,4368449.0,4356855.5,4352419.0,4342199.0,4339302.5,4326941.5,4304795.5,4291371.5,4290278.0,4279751.5,4268706.0,4256885.5,4250731.5,4237988.0,4238459.5,4224615.0,4206363.0,4186489.8,4171469.2,4159691.2,4143992.2,4121949.0,4102793.0,4084604.0,4069399.2,3975006.5,3920033.2,3909776.8,3870683.8,3849993.5,3722030.8,3681510.8,3467813.2,3788256.8,3352789.5,3341176.5,3205983.8,3101094.0,3056692.8,3042620.8,2934192.8,2786091.0,2741915.2,2654142.0,2409331.0,2249510.2,2139321.8,2155909.0,2130799.5,2121425.5,2008061.8,2001084.8,1988699.6,1981802.0,1864619.0,1680235.4,1523974.9,1411090.1,1296745.2,1079708.8,973632.44,768198.94,542683.0,539329.2,536901.2,433354.16,430463.56,427596.88,314426.72,312411.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00861,799458.25,798330.44,794936.6,794784.2,792159.2,788399.2,788045.25,787853.5,786967.75,787382.4,785247.6,782134.44,779692.4,844556.94,779437.1,777492.6,775785.75,775651.8,773879.1,826741.06,772012.94,769495.5,765842.9,764729.2,763616.3,760096.8,755832.4,752200.75,749106.3,745940.56,743637.06,738807.4,719743.0,715113.1,709964.06,625003.8,621392.94,590463.25,590048.6,587193.94,559062.0,555781.94,528235.6,498567.66,469571.03,438614.4,407606.94,374708.8,343263.44,342983.0,312493.38,281745.53,252020.6,222985.4,194977.88,168233.31,84487.016,51202.53,50835.527,26889.742,8722.392,8330.216,2187.2888,1979.2814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00862,105374.555,103761.99,99030.164,99239.875,97144.95,93308.7,93045.78,92811.914,91988.984,115399.64,90756.375,89473.18,88322.664,122382.766,88395.1,87705.31,86948.19,86886.52,85979.08,136865.62,85921.59,84205.21,81955.305,81602.805,81366.07,80356.55,78769.8,77473.01,76263.43,75499.11,74763.81,73244.86,72625.57,70942.67,69175.34,67359.38,66131.66,64972.562,65038.703,63791.07,63506.72,62096.496,61683.957,51226.074,32407.834,19898.72,9629.653,6201.04,6051.2515,3070.8435,1210.266,1121.4413,1114.9485,1048.2748,929.70874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00863,234000.0,234837.28,233799.72,268714.6,232813.64,232175.8,233164.17,233448.67,232508.81,388141.75,232192.58,231454.16,230960.34,438867.3,296871.2,231437.53,231263.5,231151.64,230845.9,441875.34,230655.72,230118.69,229350.75,229135.84,229130.7,228372.4,227394.12,226601.56,225905.89,225208.89,224683.88,223769.58,223385.36,222250.84,221099.2,219839.27,218975.58,218202.95,372257.7,217829.3,217693.84,216821.75,216732.4,193732.56,192861.64,191571.28,190888.77,190038.56,166518.28,166301.83,165545.84,164813.17,164640.62,94307.62,77868.7,26241.346,25908.531,14510.021,13400.402,13108.901,4212.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00864,1630206.8,1625283.1,1614433.0,1610553.1,1601379.5,1586043.4,1581689.8,1578238.0,1571802.9,1569225.9,1561975.2,1551541.6,1541069.6,1537919.1,1529051.8,1521885.2,1514213.1,1509550.0,1500794.4,1499364.1,1487950.4,1478421.5,1467998.9,1460168.0,1454099.8,1441618.6,1429470.4,1418256.0,1406257.4,1396551.0,1390172.8,1297268.2,1274006.6,1263606.5,1162179.9,1058209.0,1022305.8,815333.44,836157.5,731106.2,481523.6,379394.28,377428.8,335706.88,292520.78,288350.78,255106.94,217263.53,182796.03,152128.1,46634.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00865,275000.0,276872.62,273474.03,278195.88,273990.9,272787.38,273361.34,273844.62,272384.4,386904.88,271695.66,270445.78,269596.28,427676.2,287511.34,269597.1,269300.06,269107.47,268583.34,432100.22,268790.97,267848.66,266540.28,266108.7,266057.62,264759.7,263080.97,261717.8,260498.58,259284.2,258365.08,256778.39,256080.36,254132.1,252163.66,249994.23,248483.38,247115.42,357180.16,246327.92,246028.0,244506.12,244283.62,235577.6,234008.89,231730.89,230484.0,228962.58,219807.08,219336.72,217922.36,216553.23,216175.25,214867.5,204371.84,203132.34,161854.98,85336.92,67754.34,53068.723,41284.11,32914.38,25161.01,25015.027,24844.785,21792.955,21687.71,16872.494,4402.7314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGI60-08.00866,227537.58,225877.06,221269.06,220315.1,218107.06,216238.02,215007.75,214014.89,212504.05,211055.23,208892.95,205114.62,203586.28,202808.19,201079.66,199597.69,197956.48,197159.12,195739.94,194735.6,192308.27,190191.69,187339.89,184365.58,181741.25,179866.64,177817.1,175368.27,172027.0,170060.7,159327.39,148584.83,147677.47,137225.22,68854.03,44469.062,31774.062,20723.191,18386.834,9516.6,9441.865,3110.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
